Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Others,Pooja Room,Servant Room,Store Room,Study Room,Floor Num,Total Floor,Facing_North,Facing_North-East,Facing_North-West,Facing_South,Facing_South-East,Facing_South-West,Facing_Unknown,Facing_West,Property Age,Overlooking_Club,Overlooking_Lake facing,Overlooking_Main Road,Overlooking_Others,Overlooking_Park,Overlooking_Pool,NearbyPlace_Business,NearbyPlace_Education,NearbyPlace_Financial,NearbyPlace_Healthcare,NearbyPlace_Leisure,NearbyPlace_Religious,NearbyPlace_Residentail,NearbyPlace_Shopping,NearbyPlace_Transport,Property Ownership,Furnishing,Power Backup,Covered_Parking,Open_Parking,Total Parking,Rating,Sector_encoded
Sector 83,1.2,969,2,2,3,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,1,0,1,3.8,1.8
Sector 33,1.75,1176,3,2,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,1,3.86,2
Sector 33,2.7,1480,3,3,3,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,3.9,2
Sector 33,2.12,865,2,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.7,2
Sector 33,2.85,1515,3,3,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,2,2,1,1,2,3.9,2
Sector 33,3,1650,3,3,3,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,2
Sector 33,3.1,1850,3,4,4,0,0,1,0,0,6,11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,2,2,2,1,3,3.9,2
Sector 33,1.8,1010,2,2,3,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,2,0,2,3.7,2
Sector 110,1.4,913,2,2,2,0,0,0,0,0,5,17,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,4,2.5
Sector 82,1.85,1315,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,2,2,3.8,2.3
Sector 27,3,1300,3,3,1,0,0,0,1,0,5,14,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,1,3.9,3.8
Sector 52,2.58,1963,3,4,4,0,0,1,0,0,5,10,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,2,2,4.02,2.7
Sector 106,3.2,2064,3,4,4,0,0,1,0,0,11,34,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,2,3.4,2.3
Sector 66,3.19,1719,3,3,4,0,0,1,0,0,2,23,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,3.7
Sector 95,1.3,1205,2,2,4,0,0,0,0,1,6,23,0,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,2,1,1,2,4,0.9
Sector 95,0.65,664,3,2,1,0,0,0,0,0,4,14,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3.4,0.9
Sector 99,1.6,1238,2,2,3,0,0,0,0,1,4,20,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.2,2.1
Sector 43,3.7,2784,4,4,4,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,2,0,2,3.7,3.7
Sector 43,3.25,1995,3,3,3,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,2,0,2,3.7,3.7
Sector 27,4.5,2506,3,3,3,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,2,2,0,2,3.66,3.8
Sector 27,3.75,2506,3,3,4,0,1,0,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,2,2,0,2,3.68,3.8
Sector 63,0.85,609,2,2,3,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,3.7,2.7
Sector 83,2.15,1500,3,3,2,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,3.86,1.8
Sector 48,3.3,1700,3,4,4,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,3.3
Sector 26,5,2784,4,4,4,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,2,3.9,4
Sector 35,1.75,1901,4,4,2,0,1,1,0,0,8,14,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.7,1.3
Sector 71,0.84,530,2,2,2,0,0,0,0,0,8,13,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,3.8,1.6
Sector 9,1.85,1893,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,3.88,2.2
Sector 4,2,2320,4,3,2,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,2,3.72,1.3
Sector 43,2.48,1995,3,3,3,0,1,1,0,0,3,3,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,2,2,0,2,3.86,3.7
Sector 23,2.81,1959,4,4,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,2,2,1,3,3.86,2.5
Sector 61,3,1515,3,3,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,2,0,2,3.6,2.7
Sector 66,4.25,2300,4,5,4,0,0,1,0,0,3,12,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.6,3.7
Sector 66,4.3,2300,4,5,4,0,0,1,0,0,5,12,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.6,3.7
Sector 66,2.92,2300,4,5,2,0,0,1,0,0,1,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.76,3.7
Sector 66,3.85,2300,4,5,2,0,0,1,0,0,2,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.76,3.7
Sector 66,2.73,1700,3,4,2,0,0,1,0,0,7,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 66,2.71,1700,3,4,2,0,0,1,0,0,9,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 70,4.5,2400,4,5,3,0,0,1,0,0,7,20,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.9,2.2
Sector 70,2.81,1700,3,3,4,0,0,1,0,0,4,20,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 70,2.95,2000,3,4,4,0,0,1,0,0,5,20,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,2,1,0,1,3.9,2.2
Sector 70,2.83,1700,3,3,4,0,0,1,0,0,3,20,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 70,2,1300,2,2,3,0,1,0,0,0,4,20,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 53,4.1,1613,4,4,2,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,1,1,2,4.2,3.6
Sector 109,2.15,1466,3,3,4,0,0,0,0,0,14,27,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4,2.4
Sector 71,0.86,530,2,2,1,0,0,0,0,0,6,13,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,3.8,1.6
Sector 89,1.58,1541,3,3,2,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.56,1.6
Sector 89,1.6,1541,3,3,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.78,1.6
Sector 81,3.8,1807,3,3,4,0,0,1,0,0,9,29,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4.2,2.7
Sector 65,2.72,1268,2,2,3,0,0,0,0,1,7,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 70,2.7,1900,3,4,3,0,0,1,0,1,4,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4.1,2.2
Sector 92,2.45,1847,3,4,2,0,0,1,0,0,5,19,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,1.8
Sector 89,1.62,1508,3,3,2,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.62,1.6
Sector 84,2.95,2450,4,4,2,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.74,2.1
Sector 50,3.35,1836,3,4,2,0,0,1,1,0,1,19,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,3.8,3.2
Sector 80,2.52,2094,3,4,3,0,1,0,0,0,14,18,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,3,0,3,3.7,2.1
Sector 47,2.25,1283,3,4,2,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,2,1,3,3.5,2.8
Sector 102,3.45,1900,3,3,3,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.8,2.3
Sector 89,1.23,1154,2,2,2,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.84,1.6
Sector 77,2.77,1852,3,3,4,0,0,1,0,0,12,24,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 83,2.6,1959,3,3,4,0,0,1,0,0,12,16,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,1.8
Sector 83,2.25,1774,3,2,3,0,0,1,0,0,12,16,0,0,1,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,4,1.8
Sector 61,2.35,1144,2,2,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,2,0,2,3.6,2.7
Sector 43,4.75,2600,4,4,3,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,2,0,2,3.74,3.7
Sector 66,4.1,2300,4,5,4,0,0,1,0,0,6,12,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.6,3.7
Sector 43,2.55,2300,3,3,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,3.76,3.7
Sector 111,4.5,1800,3,4,3,0,0,1,0,0,15,21,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.7,2.8
Sector 92,0.7,722,3,3,3,1,1,0,0,1,11,12,0,0,0,0,0,0,1,0,2,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,2,3.9,1.8
Sector 61,2.6,1597,3,3,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,2,3.6,2.7
Sector 66,2.73,1843,3,4,2,0,0,1,0,0,4,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 66,2.72,1843,3,4,2,0,0,1,0,0,3,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 66,2.68,1872,3,4,2,0,0,1,0,0,10,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 66,2.7,1843,3,4,2,0,0,1,0,0,9,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.84,3.7
Sector 82,1.52,1457,3,3,3,0,1,0,0,0,19,25,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,2.3
Sector 65,3.1,1450,3,3,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 65,3.05,1650,3,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 104,2.25,1650,2,3,3,0,0,1,0,0,19,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.4
Sector 36,1.6,1605,3,3,2,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,3.7,1.6
Sector 63,0.86,596,2,2,2,0,0,0,0,0,4,14,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0,1,1,3.7,2.7
Sector 52,2.23,1547,3,2,2,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3.9,2.7
Sector 65,3.07,1547,3,3,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 70,2.71,2075,3,4,3,0,0,1,0,1,4,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.1,2.2
Sector 66,2.71,1815,3,4,2,0,0,1,0,0,9,16,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.82,3.7
Sector 66,2.69,1815,3,4,2,0,0,1,0,0,10,16,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,2,1,0,1,3.82,3.7
Sector 66,2.7,1815,3,4,2,0,0,1,0,0,9,16,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,3.82,3.7
Sector 61,1.95,1186,2,2,2,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,2,0,2,3.6,2.7
Sector 61,2.85,1435,3,3,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,2,0,2,3.6,2.7
Sector 37,2.25,1597,3,3,3,0,0,0,0,1,10,19,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,3.5,1.5
Sector 79,2.1,1181,3,3,3,0,0,0,0,0,11,30,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.1,2.4
Sector 43,2.4,1650,3,3,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,1,1,3.92,3.7
Sector 37,1.62,1550,3,3,3,0,0,0,0,0,15,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,3.6,1.5
Sector 69,2.5,1487,3,3,3,0,0,0,1,0,7,26,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.4
Sector 37,2.25,1404,3,3,3,1,0,0,0,0,15,23,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.9,1.5
Sector 83,2.1,1970,3,3,2,0,1,1,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,4,1.8
Sector 67,2.7,2506,4,4,3,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,2,3.6,2.6
Sector 61,2.6,1283,3,3,2,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.6,2.7
Sector 61,2.1,1087,2,2,2,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.6,2.7
Sector 71,0.85,558,2,2,1,0,0,0,0,0,7,13,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,0,1,1,3.8,1.6
Sector 43,4.35,2500,4,4,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,2,1,1,2,3.82,3.7
Sector 66,4.1,1920,3,3,2,0,0,1,0,0,12,17,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,2,2,0,2,3.9,3.7
Sector 26,4.58,2784,4,4,2,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,3.96,4
Sector 26,4.75,2784,4,4,2,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,3.96,4
Sector 26,5,2933,5,5,4,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,3.76,4
Sector 26,4.1,2933,4,4,3,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,3.66,4
Sector 52,2.85,2506,3,4,3,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,2,0,2,3.8,2.7
Sector 65,3.9,1917,3,3,2,0,0,1,0,0,34,47,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,2,3.8,3.2
Sector 61,2.8,1435,3,3,2,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.6,2.7
Sector 67,2.7,2784,4,4,2,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2,0,2,2,3.8,2.6
Sector 63,0.9,609,2,2,1,0,0,0,0,0,12,14,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,0,1,1,3.86,2.7
Sector 49,3.3,2350,4,4,2,0,1,1,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,2,1,3,3.84,3.2
Sector 57,3.2,2450,4,4,2,0,1,1,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,2,1,3,3.48,2.8
Sector 57,3.25,2500,4,4,2,0,1,1,0,0,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,2,2,1,3,3.68,2.8
Sector 70,2.8,2075,3,4,3,0,0,1,0,0,9,16,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4.1,2.2
Sector 57,2.8,1650,3,3,2,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,2,3.56,2.8
Sector 57,2.75,1701,3,3,2,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,1,3,3.74,2.8
Sector 57,3,1650,3,3,2,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,2,2,4,3.62,2.8
Sector 70,2.8,1756,3,3,4,0,0,1,0,0,2,13,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 70,3.1,2075,3,4,4,0,0,1,0,0,9,20,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 70,4.3,2419,4,5,3,0,0,1,0,0,10,20,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.9,2.2
Sector 28,3.5,2062,3,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4,3.78,4.1
Sector 43,3.25,1856,3,3,3,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,1,0,1,3.72,3.7
Sector 57,2.15,1717,3,3,3,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,2,1,0,1,3.76,2.8
Sector 49,2.95,2300,3,3,2,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,2,2,1,3,3.88,3.2
Sector 65,4,2350,4,4,2,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,1,3,4.1,3.2
Sector 61,2.88,1481,3,3,2,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.6,2.7
Sector 82,3.6,2132,4,4,4,0,1,0,0,0,10,12,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.1,2.3
Sector 82,3.55,2160,4,4,4,0,1,0,0,0,12,12,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.1,2.3
Sector 82,3.7,2132,4,4,4,0,1,0,0,0,11,12,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.1,2.3
Sector 49,4.5,2062,3,4,2,0,1,1,1,1,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2,1,3,4,3.2
Sector 49,3.5,2269,4,4,3,0,1,1,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2,1,3,4,3.2
Sector 65,3.8,1695,3,3,3,0,0,1,0,0,19,34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 88,2.1,1498,3,3,3,0,0,0,1,0,8,32,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.6,1.9
Sector 84,2.9,2324,4,4,3,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.86,2.1
Sector 77,2.8,1875,3,3,3,0,0,1,1,0,10,24,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,4,2.1
Sector 108,4.2,1919,3,3,3,0,0,0,0,0,10,24,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,2,3.7,3.1
