Name,Address,Price,Area,Configuration,Floor,Facing,Overlooking,Property Age,URL,Nearby Places,details
SS Linden Floors,"SS Linden Floors
Sector 84, Gurgaon","₹ 2.9 Crore+ Govt Charges & Tax
@ 10,740 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2700
(250.84 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)
Carpet area: 1700 sq.ft. (157.94 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room,Pooja Room,Servant Room",2nd   of 4 Floors,North,"Pool,Park/Garden,Club,Main Road,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ss-linden-floors-sector-84-gurgaon-2700-sq-ft-spid-V82334806,['Millennium City Centre Gurugram\nCity Square mall\nDwarka Expressway\nModern Public School-kherki Daula\nAgri Business Management Collage'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Granite', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, V82334806'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 2.85 Crore+ Govt Charges & Tax
@ 13,348 per sq.ft. (All inclusive) View Price Details","Super Built up area 2135
(198.35 sq.m.)
Built Up area: 2134 sq.ft. (198.26 sq.m.)
Carpet area: 1759 sq.ft. (163.42 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Servant Room",2nd   of 12 Floors,East,Park/Garden,1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2135-sq-ft-spid-C81727660,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, C81727660'}"
"Shapoorji Pallonji Joyville Gurugram
3.9","Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon","₹ 2.85 Crore+ Govt Charges & Tax
@ 15,388 per sq.ft. (Negotiable) View Price Details","Super Built up area 1852
(172.06 sq.m.)
Carpet area: 1319 sq.ft. (122.54 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies",16th   of 26 Floors,North-East,"Park/Garden,Club,Main Road,Others,Pool",0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-U81690640,['IFFCO Chowk Metro Station\nThe Esplanade Mall by DHOOT GROUP\nDwarka Expressway\nDelhi Public School\nThe NorthCap University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 26.2 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, U81690640'}"
Emmar Hills,"Emmar Hills
Sector 65, Gurgaon","₹ 4.4 Crore
@ 16,296 per sq.ft.","Carpet area: 2700
(250.84 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Pooja Room,Study Room,Servant Room,Store Room",1st   of 4 Floors,East,Park/Garden,0 to 1 Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-emmar-hills-sector-65-gurgaon-2700-sq-ft-spid-G81289163,['Sri Radhe Krishna Temple\nStandard chartered ATM\nIcici bank ATM\nVatsalya Clinic\nDivine Look Clinic Centre'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 49.2 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 3 Covered, 1 Open', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation', 'Power Backup': ':, None', 'Property Code': ':, G81289163'}"
Lotus Elise,"Lotus Elise
Sector 99, Gurgaon","₹ 2.1 Crore
@ 11,200 per sq.ft. View Price Details","Super Built up area 1875
(174.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies",7th   of 14 Floors,,"Park/Garden,Club,Pool,Main Road",0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-1875-sq-ft-spid-K83440396,"['The Esplanade Mall\nDwarka Expy, Sector 88\nNH 48\nEuro International School, Sector 37D\nSunrise University']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, K83440396'}"
DLF Express Greens,"DLF Express Greens
Sector 1A IMT Manesar, Gurgaon","₹ 1.33 Crore
@ 6,845 per sq.ft. (All inclusive) View Price Details","Carpet area: 1943
(180.51 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Pooja Room,Study Room,Servant Room",10th   of 20 Floors,East,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-express-greens-sector-1a-imt-manesar-gurgaon-1943-sq-ft-spid-F83131628,['Pooja Clinic\nDr. Sahil Clinic\nPrakash Hospital\nShri Rade Clinic\nYadav Dental & Eye Care\nDental Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 50.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, F83131628'}"
Godrej Nature Plus,"Godrej Nature Plus
Sector-33 Sohna, Gurgaon","₹ 1.7 Crore
@ 10,918 per sq.ft. (All inclusive) View Price Details","Super Built up area 1557
(144.65 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3+ Balconies with Study Room",7th   of 22 Floors,North-East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-nature-plus-sector-33-sohna-gurgaon-1557-sq-ft-spid-L79574415,['Signature Global Infinity Mall Sohna\nBadshahpur Sohna Road Highway\nK. R. Mangalam University\nVidya Niketan Sr Sec School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, L79574415'}"
"Unitech Uniworld Gardens 2
3.5","Unitech Uniworld Gardens 2
Sector 47, Gurgaon","₹ 1.45 Crore+ Govt Charges & Tax
@ 14,902 per sq.ft. (All inclusive) View Price Details","Super Built up area 973
(90.39 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Others",3rd   of 14 Floors,North-East,Main Road,5 to 10 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-uniworld-gardens-2-sector-47-gurgaon-973-sq-ft-spid-Z83679178,['Iffco Chowk\nRaheja Mall\nNH 48\nNeev The Foundation School\nGurugram University\nPark Hospital\nIGI airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 36.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Z83679178'}"
"Emaar MGF The Palm Drive
3.9","Emaar MGF The Palm Drive
Sector 66, Gurgaon","₹ 4.1 Crore
@ 21,025 per sq.ft. (All inclusive)","Super Built up area 1950
(181.16 sq.m.)
Built Up area: 1920 sq.ft. (178.37 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Servant Room",7th   of 17 Floors,West,"Pool,Park/Garden,Club,Main Road,Others",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-1950-sq-ft-spid-E83552634,['Sector 55-56 Rapid Metro Station\nHUB 66\nNH 248A\nHasanpur\nAshoka International School\nGurugram University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Gated Community': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, E83552634'}"
"Unitech South City 2
4.0","Unitech South City 2
Sector 50, Gurgaon","₹ 2.05 Crore
@ 14,137 per sq.ft. View Price Details","Built Up area: 1450
(134.71 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room",1st   of 2 Floors,North-East,Park/Garden,5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-1450-sq-ft-spid-Q83358142,['Millennium City\nAMBIENCE MALL\nNH 48\nVels Global School\nGurugram University\nCK Birla Hospital\nIGI airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 30.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, Q83358142'}"
Valley View Estate,"Valley View Estate
Gwal Pahari, Gurgaon","₹ 1.25 Crore
@ 10,416 per sq.ft. (Negotiable) View Price Details","Carpet area: 1200
(111.48 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Others",7th   of 12 Floors,North-East,"Pool,Park/Garden,Club,Main Road",10+ Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-valley-view-estate-gwal-pahari-gurgaon-1200-sq-ft-spid-N83243452,['HANUMAN MANDIR\nSHIV MANDIR BALIYAWAS\nIndusind bank ATM\nParivar Clinic\nJanki Max Hospital\nArunodaya Deseret Eye Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N83243452'}"
"DLF Gardencity
3.7","DLF Gardencity
Sector 91, Gurgaon","₹ 3.1 Crore
@ 11,481 per sq.ft. View Price Details","Super Built up area 2700
(250.84 sq.m.)
Built Up area: 2430 sq.ft. (225.75 sq.m.)
Carpet area: 2187 sq.ft. (203.18 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room,Servant Room",2nd   of 4 Floors,North-East,"Park/Garden,Others,Main Road",0 to 1 Year Old    View Construction Status,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-sector-91-gurgaon-2700-sq-ft-r2-spid-M78821353,['Reliance Trends Newtown Square Mall\nIMT Road\nNational Highway 48\nRPS International School\nSGT University'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, M78821353'}"
Central Park The Orchard,"Central Park The Orchard
Sohna, Gurgaon","₹ 3.83 Crore
@ 17,905 per sq.ft. (All inclusive) View Price Details","Built Up area: 2139
(198.72 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Servant Room
View Floor Plan",1st   of 4 Floors,North-East,"Main Road,Park/Garden,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2139-sq-ft-spid-T83106308,['Sohna Gurgaon Highway\nK. R. Mangalam University\nGD Goenka World School\nCivil Hospital\nIndira Gandhi International Airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 2 Covered', 'Water Source': ':, 24*7 Water,Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, T83106308'}"
Central Park Flower Valley Flamingo Floors,"Central Park Flower Valley Flamingo Floors
Sector-33 Sohna, Gurgaon","₹ 1.65 Crore
@ 13,414 per sq.ft. (All inclusive) View Price Details","Built Up area: 1230
(114.27 sq.m.)
Carpet area: 650 sq.ft. (60.39 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3+ Balconies with Study Room",2nd   of 2 Floors,North-East,"Main Road,Park/Garden",5 to 10 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1230-sq-ft-spid-G82968002,"['Sapphire Mall\nMore Hypermart , Vipul business park\nRaheja Mall\nWorldMark Gurgaon, Maidawas Rd\nBasant Valley Global School']","{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'Water Source': ':, 24*7 Water,Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, G82968002'}"
"Unitech South City 2
4.0","Unitech South City 2
Sector 50, Gurgaon","₹ 3.25 Crore
@ 14,772 per sq.ft. View Price Details","Carpet area: 2200
(204.39 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies",1st   of 2 Floors,North-East,"Park/Garden,Club,Pool",10+ Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-2200-sq-ft-spid-R82955196,['Millennium City\nAMBIENCE MALL\nNH 48\nVels Global School\nGurugram University\nCK Birla Hospital\nIGI airport'],"{'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, R82955196'}"
"Unitech South City 2
4.0","Unitech South City 2
Sector 50, Gurgaon","₹ 2.75 Crore
@ 16,176 per sq.ft. (All inclusive) View Price Details","Carpet area: 1700
(157.94 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony with Others",Ground of 2 Floors,North-West,Club,10+ Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-1700-sq-ft-spid-F82955194,['Millennium City\nAMBIENCE MALL\nNH 48\nVels Global School\nGurugram University\nCK Birla Hospital\nIGI airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vinyl', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, F82955194'}"
"Block A South City 2, Gurgaon","Block A South City 2, Gurgaon","₹ 2.6 Crore
@ 16,250 per sq.ft. (All inclusive) View Price Details","Carpet area: 1600
(148.64 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony with Others",Ground of 2 Floors,North-West,"Pool,Park/Garden,Club,Others",10+ Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-a-south-city-2-gurgaon-1600-sq-ft-spid-P82955186,['Raheja Mall\nStandard chartered ATM\nIcici bank ATM\nBest Urologist Atcomplete Family Clinic\nWellness Eye Centre'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, P82955186'}"
Luxury Builder floor In South City 2,"Luxury Builder floor In South City 2
South City 2, Gurgaon","₹ 1.95 Crore
@ 15,600 per sq.ft. (All inclusive) View Price Details","Carpet area: 1250
(116.13 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room",1st   of 2 Floors,North-East,"Pool,Park/Garden,Club",10+ Year Old,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-1250-sq-ft-spid-V82955178,['Raheja Mall\nStandard chartered ATM\nIcici bank ATM\nBones Clinic - Orthopaedics\nDr. Naresh Pandita\nVishesh Dental'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'Water Source': ':, Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, V82955178'}"
Valley View Estate,"Valley View Estate
Gwal Pahari, Gurgaon","₹ 1.7 Crore
@ 11,740 per sq.ft. (Negotiable) View Price Details","Carpet area: 1448
(134.52 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",12nd   of 18 Floors,North-East,"Sea facing,Club,Park/Garden,Pool,Main Road",10+ Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-valley-view-estate-gwal-pahari-gurgaon-1448-sq-ft-spid-K82874648,['HANUMAN MANDIR\nSHIV MANDIR BALIYAWAS\nIndusind bank ATM\nParivar Clinic\nJanki Max Hospital\nArunodaya Deseret Eye Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, K82874648'}"
DLF Regal Gardens,"DLF Regal Gardens
Sector 90, Gurgaon","₹ 1.9 Crore
@ 10,894 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1744
(162.02 sq.m.)
Built Up area: 1450 sq.ft. (134.71 sq.m.)
Carpet area: 1090 sq.ft. (101.26 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room",6th   of 29 Floors,North-East,"Main Road,Park/Garden,Club,Pool",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1744-sq-ft-spid-M82873670,"[""SS Omnia, Sector 86\nNumberdar market, IMT Manesar\nSodhi's Supermarket, Sector 82\nRPS International School\nRHM Public School""]","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, M82873670'}"
"The Close North
3.7","The Close North
Nirvana Country, Gurgaon","₹ 4.3 Crore+ Govt Charges & Tax
@ 17,262 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2491
(231.42 sq.m.)
Built Up area: 2300 sq.ft. (213.68 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",7th   of 18 Floors,North,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",10+ Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-north-nirvana-country-gurgaon-2491-sq-ft-spid-G82793192,['Sector 55-56 Metro Station\nEros City Square\nGolf Course Ext Road\nBadshapur Sohna Highway\nLotus Valley International School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, G82793192'}"
"DLF The Primus
4.1","DLF The Primus
Sector 82A, Gurgaon","₹ 2.8 Crore
@ 15,401 per sq.ft. (All inclusive) View Price Details","Super Built up area 1818
(168.9 sq.m.)
Built Up area: 1538 sq.ft. (142.88 sq.m.)
Carpet area: 1091 sq.ft. (101.36 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies",8th   of 32 Floors,North-East,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-1818-sq-ft-spid-R82411390,['Sapphire 83\nNH 48\nCambridge Montessori\nMiracles Apollo Hospital\nIGI Airport\nGarhi Harsaru Junction'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, R82411390'}"
"Central Park Flower Valley
3.7","Central Park Flower Valley
Sector-33 Sohna, Gurgaon","₹ 2.95 Crore
@ 18,565 per sq.ft. (Negotiable) View Price Details","Carpet area: 1589
(147.62 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies
View Floor Plan",7th   of 13 Floors,,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-1589-sq-ft-spid-W82684784,['Airia Mall\nNH 248A\nGD Goenka Signature School\nK. R. Mangalam University\nVardaan Hospital & Trauma Centre'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 12.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, W82684784'}"
"DLF The Skycourt
4.0","DLF The Skycourt
Nawada Fatehpur, Gurgaon","₹ 2.15 Crore+ Govt Charges & Tax
@ 14,858 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1929
(179.21 sq.m.)
Built Up area: 1640 sq.ft. (152.36 sq.m.)
Carpet area: 1447 sq.ft. (134.43 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room",18th   of 20 Floors,North-East,"Pool,Park/Garden,Club,Main Road,Others",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-nawada-fatehpur-gurgaon-1929-sq-ft-spid-Z82630754,"['Sapphire 83 Mall\nNH-8, Imt Manesar\nRao Bharat Singh International School\nDPG Institute of Technology\nAarvy Healthcare']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Z82630754'}"
Smart World Gems,"Smart World Gems
Sector 89, Gurgaon","₹ 1.55 Crore
@ 10,374 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1494
(138.8 sq.m.)
Built Up area: 1350 sq.ft. (125.42 sq.m.)
Carpet area: 1100 sq.ft. (102.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Store Room
View Floor Plan",2nd   of 4 Floors,East,"Main Road,Club,Park/Garden,Pool",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-P82626088,['Millennium City Centre Gurugram\nAiria Mall\nDwarka Expy\nRPS International School\nSGT University\nGenesis Hospital Sector 84'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 29.5 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, P82626088'}"
